t,box_y,box_vy,p_body_y,p_grid_y,p_sum_y,KE_box,nodes_inside
0.904167,4.23979849e-01,-8.25265050e-02,-8.25265050e-02,0.00000000e+00,-8.25265050e-02,3.40531208e-03,32
0.908333,4.23636019e-01,-8.25173631e-02,-8.25173631e-02,0.00000000e+00,-8.25173631e-02,3.40455770e-03,32
0.912500,4.23292220e-01,-8.25084671e-02,-8.25084671e-02,0.00000000e+00,-8.25084671e-02,3.40382359e-03,32
0.916667,4.22948480e-01,-8.24997723e-02,-8.24997723e-02,0.00000000e+00,-8.24997723e-02,3.40310624e-03,32
0.920833,4.22604769e-01,-8.24913159e-02,-8.24913159e-02,0.00000000e+00,-8.24913159e-02,3.40240868e-03,32
0.925000,4.22261089e-01,-8.24830681e-02,-8.24830681e-02,0.00000000e+00,-8.24830681e-02,3.40172835e-03,32
0.929167,4.21917439e-01,-8.24750215e-02,-8.24750215e-02,0.00000000e+00,-8.24750215e-02,3.40106455e-03,32
0.933333,4.21573818e-01,-8.24671686e-02,-8.24671686e-02,0.00000000e+00,-8.24671686e-02,3.40041704e-03,32
0.937500,4.21230227e-01,-8.24595019e-02,-8.24595019e-02,0.00000000e+00,-8.24595019e-02,3.39978468e-03,32
0.941667,4.20886666e-01,-8.24520141e-02,-8.24520141e-02,0.00000000e+00,-8.24520141e-02,3.39916721e-03,32
0.945833,4.20543134e-01,-8.24447125e-02,-8.24447125e-02,0.00000000e+00,-8.24447125e-02,3.39856534e-03,32
0.950000,4.20199633e-01,-8.24375674e-02,-8.24375674e-02,0.00000000e+00,-8.24375674e-02,3.39797628e-03,32
0.954167,4.19856161e-01,-8.24305862e-02,-8.24305862e-02,0.00000000e+00,-8.24305862e-02,3.39740072e-03,32
0.958333,4.19512719e-01,-8.24237615e-02,-8.24237615e-02,0.00000000e+00,-8.24237615e-02,3.39683820e-03,32
0.962500,4.19169307e-01,-8.24170932e-02,-8.24170932e-02,0.00000000e+00,-8.24170932e-02,3.39628872e-03,32
0.966667,4.18825924e-01,-8.24105740e-02,-8.24105740e-02,0.00000000e+00,-8.24105740e-02,3.39575135e-03,32
0.970833,4.18482572e-01,-8.24041739e-02,-8.24041739e-02,0.00000000e+00,-8.24041739e-02,3.39522399e-03,32
0.975000,4.18139249e-01,-8.23979154e-02,-8.23979154e-02,0.00000000e+00,-8.23979154e-02,3.39470827e-03,32
0.979167,4.17795956e-01,-8.23917985e-02,-8.23917985e-02,0.00000000e+00,-8.23917985e-02,3.39420419e-03,32
0.983333,4.17452693e-01,-8.23858082e-02,-8.23858082e-02,0.00000000e+00,-8.23858082e-02,3.39371059e-03,32
0.987500,4.17109430e-01,-8.23799446e-02,-8.23799446e-02,0.00000000e+00,-8.23799446e-02,3.39322770e-03,32
0.991667,4.16766196e-01,-8.23741853e-02,-8.23741853e-02,0.00000000e+00,-8.23741853e-02,3.39275319e-03,32
0.995833,4.16422993e-01,-8.23685378e-02,-8.23685378e-02,0.00000000e+00,-8.23685378e-02,3.39228800e-03,32
1.000000,4.16079819e-01,-8.23630169e-02,-8.23630169e-02,0.00000000e+00,-8.23630169e-02,3.39183328e-03,32
1.004167,4.15736675e-01,-8.23576152e-02,-8.23576152e-02,0.00000000e+00,-8.23576152e-02,3.39138834e-03,32
1.008333,4.15393531e-01,-8.23523030e-02,-8.23523030e-02,0.00000000e+00,-8.23523030e-02,3.39095085e-03,32
1.012500,4.15050417e-01,-8.23470876e-02,-8.23470876e-02,0.00000000e+00,-8.23470876e-02,3.39052151e-03,32
1.016667,4.14707333e-01,-8.23419839e-02,-8.23419839e-02,0.00000000e+00,-8.23419839e-02,3.39010125e-03,32
1.020833,4.14364249e-01,-8.23369548e-02,-8.23369548e-02,0.00000000e+00,-8.23369548e-02,3.38968704e-03,32
1.025000,4.14021194e-01,-8.23320299e-02,-8.23320299e-02,0.00000000e+00,-8.23320299e-02,3.38928169e-03,32
1.029167,4.13678169e-01,-8.23271945e-02,-8.23271945e-02,0.00000000e+00,-8.23271945e-02,3.38888355e-03,32
1.033333,4.13335145e-01,-8.23224559e-02,-8.23224559e-02,0.00000000e+00,-8.23224559e-02,3.38849332e-03,32
1.037500,4.12992150e-01,-8.23177919e-02,-8.23177919e-02,0.00000000e+00,-8.23177919e-02,3.38810938e-03,32
1.041667,4.12649184e-01,-8.23132098e-02,-8.23132098e-02,0.00000000e+00,-8.23132098e-02,3.38773220e-03,32
1.045833,4.12306219e-01,-8.23087171e-02,-8.23087171e-02,0.00000000e+00,-8.23087171e-02,3.38736246e-03,32
1.050000,4.11963284e-01,-8.23042989e-02,-8.23042989e-02,0.00000000e+00,-8.23042989e-02,3.38699878e-03,32
1.054167,4.11620378e-01,-8.22999626e-02,-8.22999626e-02,0.00000000e+00,-8.22999626e-02,3.38664185e-03,32
1.058333,4.11277473e-01,-8.22956935e-02,-8.22956935e-02,0.00000000e+00,-8.22956935e-02,3.38629051e-03,32
1.062500,4.10934597e-01,-8.22914913e-02,-8.22914913e-02,0.00000000e+00,-8.22914913e-02,3.38594476e-03,32
1.066667,4.10591722e-01,-8.22873712e-02,-8.22873712e-02,0.00000000e+00,-8.22873712e-02,3.38560576e-03,32
1.070833,4.10248876e-01,-8.22833106e-02,-8.22833106e-02,0.00000000e+00,-8.22833106e-02,3.38527164e-03,32
1.075000,4.09906060e-01,-8.22793320e-02,-8.22793320e-02,0.00000000e+00,-8.22793320e-02,3.38494428e-03,32
1.079167,4.09563243e-01,-8.22754130e-02,-8.22754130e-02,0.00000000e+00,-8.22754130e-02,3.38462181e-03,32
1.083333,4.09220457e-01,-8.22715461e-02,-8.22715461e-02,0.00000000e+00,-8.22715461e-02,3.38430377e-03,32
1.087500,4.08877671e-01,-8.22677463e-02,-8.22677463e-02,0.00000000e+00,-8.22677463e-02,3.38399108e-03,32
1.091667,4.08534914e-01,-8.22640136e-02,-8.22640136e-02,0.00000000e+00,-8.22640136e-02,3.38368397e-03,32
1.095833,4.08192158e-01,-8.22603256e-02,-8.22603256e-02,0.00000000e+00,-8.22603256e-02,3.38338059e-03,32
1.100000,4.07849431e-01,-8.22566971e-02,-8.22566971e-02,0.00000000e+00,-8.22566971e-02,3.38308210e-03,32
1.104167,4.07506704e-01,-8.22531283e-02,-8.22531283e-02,0.00000000e+00,-8.22531283e-02,3.38278851e-03,32
1.108333,4.07164007e-01,-8.22496191e-02,-8.22496191e-02,0.00000000e+00,-8.22496191e-02,3.38250003e-03,32
1.112500,4.06821311e-01,-8.22461471e-02,-8.22461471e-02,0.00000000e+00,-8.22461471e-02,3.38221435e-03,32
1.116667,4.06478643e-01,-8.22427347e-02,-8.22427347e-02,0.00000000e+00,-8.22427347e-02,3.38193378e-03,32
1.120833,4.06135976e-01,-8.22393820e-02,-8.22393820e-02,0.00000000e+00,-8.22393820e-02,3.38165788e-03,32
1.125000,4.05793339e-01,-8.22360814e-02,-8.22360814e-02,0.00000000e+00,-8.22360814e-02,3.38138663e-03,32
1.129167,4.05450702e-01,-8.22328180e-02,-8.22328180e-02,0.00000000e+00,-8.22328180e-02,3.38111818e-03,32
1.133333,4.05108064e-01,-8.22296068e-02,-8.22296068e-02,0.00000000e+00,-8.22296068e-02,3.38085415e-03,32
1.137500,4.04765457e-01,-8.22264403e-02,-8.22264403e-02,0.00000000e+00,-8.22264403e-02,3.38059384e-03,32
1.141667,4.04422849e-01,-8.22233260e-02,-8.22233260e-02,0.00000000e+00,-8.22233260e-02,3.38033773e-03,32
1.145833,4.04080272e-01,-8.22202563e-02,-8.22202563e-02,0.00000000e+00,-8.22202563e-02,3.38008534e-03,32
1.150000,4.03737694e-01,-8.22172165e-02,-8.22172165e-02,0.00000000e+00,-8.22172165e-02,3.37983528e-03,32
1.154167,4.03395146e-01,-8.22142139e-02,-8.22142139e-02,0.00000000e+00,-8.22142139e-02,3.37958848e-03,32
1.158333,4.03052598e-01,-8.22112784e-02,-8.22112784e-02,0.00000000e+00,-8.22112784e-02,3.37934704e-03,32
1.162500,4.02710050e-01,-8.22083652e-02,-8.22083652e-02,0.00000000e+00,-8.22083652e-02,3.37910769e-03,32
1.166667,4.02367532e-01,-8.22054818e-02,-8.22054818e-02,0.00000000e+00,-8.22054818e-02,3.37887066e-03,32
1.170833,4.02025014e-01,-8.22026506e-02,-8.22026506e-02,0.00000000e+00,-8.22026506e-02,3.37863783e-03,32
1.175000,4.01682526e-01,-8.21998641e-02,-8.21998641e-02,0.00000000e+00,-8.21998641e-02,3.37840873e-03,32
1.179167,4.01340038e-01,-8.21971074e-02,-8.21971074e-02,0.00000000e+00,-8.21971074e-02,3.37818218e-03,32
1.183333,4.00997549e-01,-8.21943879e-02,-8.21943879e-02,0.00000000e+00,-8.21943879e-02,3.37795867e-03,32
1.187500,4.00655091e-01,-8.21917057e-02,-8.21917057e-02,0.00000000e+00,-8.21917057e-02,3.37773818e-03,32
1.191667,4.00312632e-01,-8.21890533e-02,-8.21890533e-02,0.00000000e+00,-8.21890533e-02,3.37752025e-03,32
1.195833,3.99970204e-01,-8.21864456e-02,-8.21864456e-02,0.00000000e+00,-8.21864456e-02,3.37730581e-03,32
1.200000,3.99627775e-01,-8.21838677e-02,-8.21838677e-02,0.00000000e+00,-8.21838677e-02,3.37709417e-03,32
1.204167,3.99285346e-01,-8.21813121e-02,-8.21813121e-02,0.00000000e+00,-8.21813121e-02,3.37688392e-03,32
1.208333,3.98942947e-01,-8.21787864e-02,-8.21787864e-02,0.00000000e+00,-8.21787864e-02,3.37667647e-03,32
1.212500,3.98600549e-01,-8.21763054e-02,-8.21763054e-02,0.00000000e+00,-8.21763054e-02,3.37647251e-03,32
1.216667,3.98258150e-01,-8.21738467e-02,-8.21738467e-02,0.00000000e+00,-8.21738467e-02,3.37627064e-03,32
1.220833,3.97915781e-01,-8.21714401e-02,-8.21714401e-02,0.00000000e+00,-8.21714401e-02,3.37607274e-03,32
1.225000,3.97573411e-01,-8.21690485e-02,-8.21690485e-02,0.00000000e+00,-8.21690485e-02,3.37587623e-03,32
1.229167,3.97231042e-01,-8.21666792e-02,-8.21666792e-02,0.00000000e+00,-8.21666792e-02,3.37568158e-03,32
1.233333,3.96888703e-01,-8.21643397e-02,-8.21643397e-02,0.00000000e+00,-8.21643397e-02,3.37548926e-03,32
1.237500,3.96546364e-01,-8.21620300e-02,-8.21620300e-02,0.00000000e+00,-8.21620300e-02,3.37529951e-03,32
1.241667,3.96204025e-01,-8.21597502e-02,-8.21597502e-02,0.00000000e+00,-8.21597502e-02,3.37511231e-03,32
1.245833,3.95861715e-01,-8.21575075e-02,-8.21575075e-02,0.00000000e+00,-8.21575075e-02,3.37492791e-03,32
1.250000,3.95519406e-01,-8.21552724e-02,-8.21552724e-02,0.00000000e+00,-8.21552724e-02,3.37474444e-03,32
1.254167,3.95177096e-01,-8.21530595e-02,-8.21530595e-02,0.00000000e+00,-8.21530595e-02,3.37456260e-03,32
1.258333,3.94834787e-01,-8.21508840e-02,-8.21508840e-02,0.00000000e+00,-8.21508840e-02,3.37438378e-03,32
1.262500,3.94492507e-01,-8.21487308e-02,-8.21487308e-02,0.00000000e+00,-8.21487308e-02,3.37420707e-03,32
1.266667,3.94150227e-01,-8.21465924e-02,-8.21465924e-02,0.00000000e+00,-8.21465924e-02,3.37403128e-03,32
1.270833,3.93807948e-01,-8.21444988e-02,-8.21444988e-02,0.00000000e+00,-8.21444988e-02,3.37385945e-03,32
1.275000,3.93465698e-01,-8.21424201e-02,-8.21424201e-02,0.00000000e+00,-8.21424201e-02,3.37368855e-03,32
1.279167,3.93123448e-01,-8.21403638e-02,-8.21403638e-02,0.00000000e+00,-8.21403638e-02,3.37351975e-03,32
1.283333,3.92781198e-01,-8.21383446e-02,-8.21383446e-02,0.00000000e+00,-8.21383446e-02,3.37335374e-03,32
1.287500,3.92438978e-01,-8.21363404e-02,-8.21363404e-02,0.00000000e+00,-8.21363404e-02,3.37318913e-03,32
1.291667,3.92096758e-01,-8.21343437e-02,-8.21343437e-02,0.00000000e+00,-8.21343437e-02,3.37302522e-03,32
1.295833,3.91754538e-01,-8.21323693e-02,-8.21323693e-02,0.00000000e+00,-8.21323693e-02,3.37286294e-03,32
1.300000,3.91412318e-01,-8.21304321e-02,-8.21304321e-02,0.00000000e+00,-8.21304321e-02,3.37270391e-03,32
1.304167,3.91070127e-01,-8.21285024e-02,-8.21285024e-02,0.00000000e+00,-8.21285024e-02,3.37254535e-03,32
1.308333,3.90727937e-01,-8.21266025e-02,-8.21266025e-02,0.00000000e+00,-8.21266025e-02,3.37238936e-03,32
1.312500,3.90385747e-01,-8.21247250e-02,-8.21247250e-02,0.00000000e+00,-8.21247250e-02,3.37223522e-03,32
1.316667,3.90043557e-01,-8.21228698e-02,-8.21228698e-02,0.00000000e+00,-8.21228698e-02,3.37208295e-03,32
1.320833,3.89701396e-01,-8.21210220e-02,-8.21210220e-02,0.00000000e+00,-8.21210220e-02,3.37193115e-03,32
1.325000,3.89359236e-01,-8.21191967e-02,-8.21191967e-02,0.00000000e+00,-8.21191967e-02,3.37178120e-03,32
1.329167,3.89017075e-01,-8.21173936e-02,-8.21173936e-02,0.00000000e+00,-8.21173936e-02,3.37163312e-03,32
1.333333,3.88674915e-01,-8.21156129e-02,-8.21156129e-02,0.00000000e+00,-8.21156129e-02,3.37148691e-03,32
1.337500,3.88332784e-01,-8.21138397e-02,-8.21138397e-02,0.00000000e+00,-8.21138397e-02,3.37134139e-03,32
1.341667,3.87990654e-01,-8.21120813e-02,-8.21120813e-02,0.00000000e+00,-8.21120813e-02,3.37119703e-03,32
1.345833,3.87648523e-01,-8.21103677e-02,-8.21103677e-02,0.00000000e+00,-8.21103677e-02,3.37105617e-03,32
1.350000,3.87306392e-01,-8.21086615e-02,-8.21086615e-02,0.00000000e+00,-8.21086615e-02,3.37091624e-03,32
1.354167,3.86964291e-01,-8.21069553e-02,-8.21069553e-02,0.00000000e+00,-8.21069553e-02,3.37077607e-03,32
1.358333,3.86622190e-01,-8.21052715e-02,-8.21052715e-02,0.00000000e+00,-8.21052715e-02,3.37063777e-03,32
1.362500,3.86280090e-01,-8.21036100e-02,-8.21036100e-02,0.00000000e+00,-8.21036100e-02,3.37050133e-03,32
1.366667,3.85937989e-01,-8.21019709e-02,-8.21019709e-02,0.00000000e+00,-8.21019709e-02,3.37036676e-03,32
1.370833,3.85595918e-01,-8.21003318e-02,-8.21003318e-02,0.00000000e+00,-8.21003318e-02,3.37023218e-03,32
1.375000,3.85253847e-01,-8.20987225e-02,-8.20987225e-02,0.00000000e+00,-8.20987225e-02,3.37010017e-03,32
1.379167,3.84911776e-01,-8.20971206e-02,-8.20971206e-02,0.00000000e+00,-8.20971206e-02,3.36996862e-03,32
1.383333,3.84569705e-01,-8.20955411e-02,-8.20955411e-02,0.00000000e+00,-8.20955411e-02,3.36983893e-03,32
1.387500,3.84227633e-01,-8.20939764e-02,-8.20939764e-02,0.00000000e+00,-8.20939764e-02,3.36971041e-03,32
1.391667,3.83885592e-01,-8.20924342e-02,-8.20924342e-02,0.00000000e+00,-8.20924342e-02,3.36958398e-03,32
1.395833,3.83543551e-01,-8.20908919e-02,-8.20908919e-02,0.00000000e+00,-8.20908919e-02,3.36945732e-03,32
1.400000,3.83201510e-01,-8.20893571e-02,-8.20893571e-02,0.00000000e+00,-8.20893571e-02,3.36933136e-03,32
1.404167,3.82859468e-01,-8.20878446e-02,-8.20878446e-02,0.00000000e+00,-8.20878446e-02,3.36920703e-03,32
1.408333,3.82517427e-01,-8.20863470e-02,-8.20863470e-02,0.00000000e+00,-8.20863470e-02,3.36908409e-03,32
1.412500,3.82175416e-01,-8.20848718e-02,-8.20848718e-02,0.00000000e+00,-8.20848718e-02,3.36896302e-03,32
1.416667,3.81833404e-01,-8.20834041e-02,-8.20834041e-02,0.00000000e+00,-8.20834041e-02,3.36884265e-03,32
1.420833,3.81491393e-01,-8.20819512e-02,-8.20819512e-02,0.00000000e+00,-8.20819512e-02,3.36872344e-03,32
1.425000,3.81149381e-01,-8.20805058e-02,-8.20805058e-02,0.00000000e+00,-8.20805058e-02,3.36860470e-03,32
1.429167,3.80807400e-01,-8.20790827e-02,-8.20790827e-02,0.00000000e+00,-8.20790827e-02,3.36848781e-03,32
1.433333,3.80465418e-01,-8.20776746e-02,-8.20776746e-02,0.00000000e+00,-8.20776746e-02,3.36837233e-03,32
1.437500,3.80123436e-01,-8.20762739e-02,-8.20762739e-02,0.00000000e+00,-8.20762739e-02,3.36825731e-03,32
1.441667,3.79781455e-01,-8.20748806e-02,-8.20748806e-02,0.00000000e+00,-8.20748806e-02,3.36814299e-03,32
1.445833,3.79439473e-01,-8.20735022e-02,-8.20735022e-02,0.00000000e+00,-8.20735022e-02,3.36802984e-03,32
1.450000,3.79097492e-01,-8.20721462e-02,-8.20721462e-02,0.00000000e+00,-8.20721462e-02,3.36791854e-03,32
1.454167,3.78755540e-01,-8.20707977e-02,-8.20707977e-02,0.00000000e+00,-8.20707977e-02,3.36780795e-03,32
1.458333,3.78413588e-01,-8.20694491e-02,-8.20694491e-02,0.00000000e+00,-8.20694491e-02,3.36769735e-03,32
1.462500,3.78071636e-01,-8.20681229e-02,-8.20681229e-02,0.00000000e+00,-8.20681229e-02,3.36758839e-03,32
1.466667,3.77729684e-01,-8.20668042e-02,-8.20668042e-02,0.00000000e+00,-8.20668042e-02,3.36748012e-03,32
1.470833,3.77387732e-01,-8.20655003e-02,-8.20655003e-02,0.00000000e+00,-8.20655003e-02,3.36737325e-03,32
1.475000,3.77045810e-01,-8.20642188e-02,-8.20642188e-02,0.00000000e+00,-8.20642188e-02,3.36726801e-03,32
1.479167,3.76703888e-01,-8.20629299e-02,-8.20629299e-02,0.00000000e+00,-8.20629299e-02,3.36716231e-03,32
1.483333,3.76361966e-01,-8.20616558e-02,-8.20616558e-02,0.00000000e+00,-8.20616558e-02,3.36705777e-03,32
1.487500,3.76020044e-01,-8.20603967e-02,-8.20603967e-02,0.00000000e+00,-8.20603967e-02,3.36695439e-03,32
1.491667,3.75678122e-01,-8.20591375e-02,-8.20591375e-02,0.00000000e+00,-8.20591375e-02,3.36685102e-03,32
1.495833,3.75336200e-01,-8.20579007e-02,-8.20579007e-02,0.00000000e+00,-8.20579007e-02,3.36674950e-03,32
1.500000,3.74994308e-01,-8.20566714e-02,-8.20566714e-02,0.00000000e+00,-8.20566714e-02,3.36664869e-03,32
1.504167,3.74652416e-01,-8.20554569e-02,-8.20554569e-02,0.00000000e+00,-8.20554569e-02,3.36654903e-03,32
1.508333,3.74310523e-01,-8.20542425e-02,-8.20542425e-02,0.00000000e+00,-8.20542425e-02,3.36644938e-03,32
1.512500,3.73968631e-01,-8.20530429e-02,-8.20530429e-02,0.00000000e+00,-8.20530429e-02,3.36635089e-03,32
1.516667,3.73626739e-01,-8.20518509e-02,-8.20518509e-02,0.00000000e+00,-8.20518509e-02,3.36625311e-03,32
1.520833,3.73284847e-01,-8.20506811e-02,-8.20506811e-02,0.00000000e+00,-8.20506811e-02,3.36615718e-03,32
1.525000,3.72942984e-01,-8.20495188e-02,-8.20495188e-02,0.00000000e+00,-8.20495188e-02,3.36606172e-03,32
1.529167,3.72601122e-01,-8.20483640e-02,-8.20483640e-02,0.00000000e+00,-8.20483640e-02,3.36596696e-03,32
1.533333,3.72259259e-01,-8.20472166e-02,-8.20472166e-02,0.00000000e+00,-8.20472166e-02,3.36587289e-03,32
1.537500,3.71917397e-01,-8.20460767e-02,-8.20460767e-02,0.00000000e+00,-8.20460767e-02,3.36577930e-03,32
1.541667,3.71575534e-01,-8.20449442e-02,-8.20449442e-02,0.00000000e+00,-8.20449442e-02,3.36568640e-03,32
1.545833,3.71233672e-01,-8.20438117e-02,-8.20438117e-02,0.00000000e+00,-8.20438117e-02,3.36559350e-03,32
1.550000,3.70891839e-01,-8.20426866e-02,-8.20426866e-02,0.00000000e+00,-8.20426866e-02,3.36550130e-03,32
1.554167,3.70550007e-01,-8.20415840e-02,-8.20415840e-02,0.00000000e+00,-8.20415840e-02,3.36541072e-03,32
1.558333,3.70208174e-01,-8.20404813e-02,-8.20404813e-02,0.00000000e+00,-8.20404813e-02,3.36532039e-03,32
1.562500,3.69866341e-01,-8.20393935e-02,-8.20393935e-02,0.00000000e+00,-8.20393935e-02,3.36523098e-03,32
1.566667,3.69524509e-01,-8.20383057e-02,-8.20383057e-02,0.00000000e+00,-8.20383057e-02,3.36514181e-03,32
1.570833,3.69182676e-01,-8.20372403e-02,-8.20372403e-02,0.00000000e+00,-8.20372403e-02,3.36505449e-03,32
1.575000,3.68840873e-01,-8.20361748e-02,-8.20361748e-02,0.00000000e+00,-8.20361748e-02,3.36496695e-03,32
1.579167,3.68499070e-01,-8.20351318e-02,-8.20351318e-02,0.00000000e+00,-8.20351318e-02,3.36488150e-03,32
1.583333,3.68157268e-01,-8.20340961e-02,-8.20340961e-02,0.00000000e+00,-8.20340961e-02,3.36479652e-03,32
1.587500,3.67815465e-01,-8.20330605e-02,-8.20330605e-02,0.00000000e+00,-8.20330605e-02,3.36471153e-03,32
1.591667,3.67473662e-01,-8.20320323e-02,-8.20320323e-02,0.00000000e+00,-8.20320323e-02,3.36462725e-03,32
1.595833,3.67131859e-01,-8.20310041e-02,-8.20310041e-02,0.00000000e+00,-8.20310041e-02,3.36454273e-03,32
1.600000,3.66790056e-01,-8.20299834e-02,-8.20299834e-02,0.00000000e+00,-8.20299834e-02,3.36445915e-03,32
1.604167,3.66448283e-01,-8.20289776e-02,-8.20289776e-02,0.00000000e+00,-8.20289776e-02,3.36437649e-03,32
1.608333,3.66106510e-01,-8.20279866e-02,-8.20279866e-02,0.00000000e+00,-8.20279866e-02,3.36429523e-03,32
1.612500,3.65764737e-01,-8.20269883e-02,-8.20269883e-02,0.00000000e+00,-8.20269883e-02,3.36421351e-03,32
1.616667,3.65422964e-01,-8.20259899e-02,-8.20259899e-02,0.00000000e+00,-8.20259899e-02,3.36413155e-03,32
1.620833,3.65081191e-01,-8.20250213e-02,-8.20250213e-02,0.00000000e+00,-8.20250213e-02,3.36405216e-03,32
1.625000,3.64739418e-01,-8.20240602e-02,-8.20240602e-02,0.00000000e+00,-8.20240602e-02,3.36397323e-03,32
1.629167,3.64397645e-01,-8.20230916e-02,-8.20230916e-02,0.00000000e+00,-8.20230916e-02,3.36389383e-03,32
1.633333,3.64055872e-01,-8.20221454e-02,-8.20221454e-02,0.00000000e+00,-8.20221454e-02,3.36381607e-03,32
1.637500,3.63714129e-01,-8.20211843e-02,-8.20211843e-02,0.00000000e+00,-8.20211843e-02,3.36373737e-03,32
1.641667,3.63372386e-01,-8.20202455e-02,-8.20202455e-02,0.00000000e+00,-8.20202455e-02,3.36366030e-03,32
1.645833,3.63030642e-01,-8.20193067e-02,-8.20193067e-02,0.00000000e+00,-8.20193067e-02,3.36358324e-03,32
1.650000,3.62688899e-01,-8.20183679e-02,-8.20183679e-02,0.00000000e+00,-8.20183679e-02,3.36350640e-03,32
1.654167,3.62347156e-01,-8.20174515e-02,-8.20174515e-02,0.00000000e+00,-8.20174515e-02,3.36343120e-03,32
1.658333,3.62005413e-01,-8.20165426e-02,-8.20165426e-02,0.00000000e+00,-8.20165426e-02,3.36335669e-03,32
1.662500,3.61663669e-01,-8.20156261e-02,-8.20156261e-02,0.00000000e+00,-8.20156261e-02,3.36328149e-03,32
1.666667,3.61321956e-01,-8.20147246e-02,-8.20147246e-02,0.00000000e+00,-8.20147246e-02,3.36320745e-03,32
1.670833,3.60980242e-01,-8.20138231e-02,-8.20138231e-02,0.00000000e+00,-8.20138231e-02,3.36313364e-03,32
1.675000,3.60638529e-01,-8.20129439e-02,-8.20129439e-02,0.00000000e+00,-8.20129439e-02,3.36306146e-03,32
1.679167,3.60296816e-01,-8.20120499e-02,-8.20120499e-02,0.00000000e+00,-8.20120499e-02,3.36298812e-03,32
1.683333,3.59955102e-01,-8.20111781e-02,-8.20111781e-02,0.00000000e+00,-8.20111781e-02,3.36291664e-03,32
1.687500,3.59613389e-01,-8.20103064e-02,-8.20103064e-02,0.00000000e+00,-8.20103064e-02,3.36284516e-03,32
1.691667,3.59271675e-01,-8.20094422e-02,-8.20094422e-02,0.00000000e+00,-8.20094422e-02,3.36277438e-03,32
1.695833,3.58929962e-01,-8.20085853e-02,-8.20085853e-02,0.00000000e+00,-8.20085853e-02,3.36270407e-03,32
1.700000,3.58588248e-01,-8.20077285e-02,-8.20077285e-02,0.00000000e+00,-8.20077285e-02,3.36263375e-03,32
1.704167,3.58246565e-01,-8.20068866e-02,-8.20068866e-02,0.00000000e+00,-8.20068866e-02,3.36256484e-03,32
1.708333,3.57904881e-01,-8.20060372e-02,-8.20060372e-02,0.00000000e+00,-8.20060372e-02,3.36249499e-03,32
1.712500,3.57563198e-01,-8.20052028e-02,-8.20052028e-02,0.00000000e+00,-8.20052028e-02,3.36242653e-03,32
1.716667,3.57221514e-01,-8.20043832e-02,-8.20043832e-02,0.00000000e+00,-8.20043832e-02,3.36235948e-03,32
1.720833,3.56879830e-01,-8.20035562e-02,-8.20035562e-02,0.00000000e+00,-8.20035562e-02,3.36229173e-03,32
1.725000,3.56538147e-01,-8.20027292e-02,-8.20027292e-02,0.00000000e+00,-8.20027292e-02,3.36222374e-03,32
1.729167,3.56196463e-01,-8.20019171e-02,-8.20019171e-02,0.00000000e+00,-8.20019171e-02,3.36215715e-03,32
1.733333,3.55854779e-01,-8.20011124e-02,-8.20011124e-02,0.00000000e+00,-8.20011124e-02,3.36209126e-03,32
1.737500,3.55513126e-01,-8.20003077e-02,-8.20003077e-02,0.00000000e+00,-8.20003077e-02,3.36202513e-03,32
1.741667,3.55171472e-01,-8.19995105e-02,-8.19995105e-02,0.00000000e+00,-8.19995105e-02,3.36195994e-03,32
1.745833,3.54829818e-01,-8.19987059e-02,-8.19987059e-02,0.00000000e+00,-8.19987059e-02,3.36189382e-03,32
1.750000,3.54488164e-01,-8.19979310e-02,-8.19979310e-02,0.00000000e+00,-8.19979310e-02,3.36183026e-03,32
1.754167,3.54146510e-01,-8.19971487e-02,-8.19971487e-02,0.00000000e+00,-8.19971487e-02,3.36176623e-03,32
1.758333,3.53804857e-01,-8.19963664e-02,-8.19963664e-02,0.00000000e+00,-8.19963664e-02,3.36170197e-03,32
1.762500,3.53463203e-01,-8.19955915e-02,-8.19955915e-02,0.00000000e+00,-8.19955915e-02,3.36163840e-03,32
1.766667,3.53121549e-01,-8.19948241e-02,-8.19948241e-02,0.00000000e+00,-8.19948241e-02,3.36157554e-03,32
1.770833,3.52779895e-01,-8.19940642e-02,-8.19940642e-02,0.00000000e+00,-8.19940642e-02,3.36151337e-03,32
1.775000,3.52438271e-01,-8.19933116e-02,-8.19933116e-02,0.00000000e+00,-8.19933116e-02,3.36145167e-03,32
1.779167,3.52096647e-01,-8.19925591e-02,-8.19925591e-02,0.00000000e+00,-8.19925591e-02,3.36138997e-03,32
1.783333,3.51755023e-01,-8.19918141e-02,-8.19918141e-02,0.00000000e+00,-8.19918141e-02,3.36132874e-03,32
1.787500,3.51413399e-01,-8.19910765e-02,-8.19910765e-02,0.00000000e+00,-8.19910765e-02,3.36126820e-03,32
1.791667,3.51071775e-01,-8.19903389e-02,-8.19903389e-02,0.00000000e+00,-8.19903389e-02,3.36120790e-03,32
1.795833,3.50730151e-01,-8.19896087e-02,-8.19896087e-02,0.00000000e+00,-8.19896087e-02,3.36114806e-03,32
1.800000,3.50388527e-01,-8.19888785e-02,-8.19888785e-02,0.00000000e+00,-8.19888785e-02,3.36108799e-03,32
1.804167,3.50046903e-01,-8.19881484e-02,-8.19881484e-02,0.00000000e+00,-8.19881484e-02,3.36102815e-03,32
1.808333,3.49705279e-01,-8.19874257e-02,-8.19874257e-02,0.00000000e+00,-8.19874257e-02,3.36096901e-03,32
