t,box_y,box_vy,p_body_y,p_grid_y,p_sum_y,KE_box,nodes_inside
0.900000,2.48394042e-01,-1.66769341e-01,-1.66769341e-01,0.00000000e+00,-1.66769341e-01,1.39060067e-02,48
0.904167,2.47765109e-01,-1.50942773e-01,-1.50942773e-01,0.00000000e+00,-1.50942773e-01,1.13918604e-02,48
0.908333,2.47179702e-01,-1.40497223e-01,-1.40497223e-01,0.00000000e+00,-1.40497223e-01,9.86973476e-03,48
0.912500,2.46623024e-01,-1.33603171e-01,-1.33603171e-01,0.00000000e+00,-1.33603171e-01,8.92490335e-03,48
0.916667,2.46085301e-01,-1.29053086e-01,-1.29053086e-01,0.00000000e+00,-1.29053086e-01,8.32734909e-03,48
0.920833,2.45560095e-01,-1.26050055e-01,-1.26050055e-01,0.00000000e+00,-1.26050055e-01,7.94430822e-03,48
0.925000,2.45043144e-01,-1.24068037e-01,-1.24068037e-01,0.00000000e+00,-1.24068037e-01,7.69643905e-03,48
0.929167,2.44531646e-01,-1.22759908e-01,-1.22759908e-01,0.00000000e+00,-1.22759908e-01,7.53499754e-03,48
0.933333,2.44023740e-01,-1.21896543e-01,-1.21896543e-01,0.00000000e+00,-1.21896543e-01,7.42938370e-03,48
0.937500,2.43518218e-01,-1.21326730e-01,-1.21326730e-01,0.00000000e+00,-1.21326730e-01,7.36008771e-03,48
0.941667,2.43014261e-01,-1.20950654e-01,-1.20950654e-01,0.00000000e+00,-1.20950654e-01,7.31453020e-03,48
0.945833,2.42511332e-01,-1.20702438e-01,-1.20702438e-01,0.00000000e+00,-1.20702438e-01,7.28453929e-03,48
0.950000,2.42009088e-01,-1.20538607e-01,-1.20538607e-01,0.00000000e+00,-1.20538607e-01,7.26477802e-03,48
0.954167,2.41507292e-01,-1.20430477e-01,-1.20430477e-01,0.00000000e+00,-1.20430477e-01,7.25174975e-03,48
0.958333,2.41005793e-01,-1.20359123e-01,-1.20359123e-01,0.00000000e+00,-1.20359123e-01,7.24315923e-03,48
0.962500,2.40504488e-01,-1.20312020e-01,-1.20312020e-01,0.00000000e+00,-1.20312020e-01,7.23749120e-03,48
0.966667,2.40003318e-01,-1.20280929e-01,-1.20280929e-01,0.00000000e+00,-1.20280929e-01,7.23375101e-03,48
0.970833,2.39502236e-01,-1.20260417e-01,-1.20260417e-01,0.00000000e+00,-1.20260417e-01,7.23128393e-03,48
0.975000,2.39001215e-01,-1.20246887e-01,-1.20246887e-01,0.00000000e+00,-1.20246887e-01,7.22965691e-03,48
0.979167,2.38500223e-01,-1.20237954e-01,-1.20237954e-01,0.00000000e+00,-1.20237954e-01,7.22858263e-03,48
0.983333,2.37999260e-01,-1.20232068e-01,-1.20232068e-01,0.00000000e+00,-1.20232068e-01,7.22787529e-03,48
0.987500,2.37498313e-01,-1.20228156e-01,-1.20228156e-01,0.00000000e+00,-1.20228156e-01,7.22740497e-03,48
0.991667,2.36997366e-01,-1.20225586e-01,-1.20225586e-01,0.00000000e+00,-1.20225586e-01,7.22709578e-03,48
0.995833,2.36496434e-01,-1.20223880e-01,-1.20223880e-01,0.00000000e+00,-1.20223880e-01,7.22689042e-03,48
1.000000,2.35995501e-01,-1.20222770e-01,-1.20222770e-01,0.00000000e+00,-1.20222770e-01,7.22675724e-03,48
1.004167,2.35494569e-01,-1.20222054e-01,-1.20222054e-01,0.00000000e+00,-1.20222054e-01,7.22667109e-03,48
1.008333,2.34993652e-01,-1.20221570e-01,-1.20221570e-01,0.00000000e+00,-1.20221570e-01,7.22661288e-03,48
1.012500,2.34492734e-01,-1.20221242e-01,-1.20221242e-01,0.00000000e+00,-1.20221242e-01,7.22657377e-03,48
1.016667,2.33991817e-01,-1.20221026e-01,-1.20221026e-01,0.00000000e+00,-1.20221026e-01,7.22654769e-03,48
1.020833,2.33490899e-01,-1.20220892e-01,-1.20220892e-01,0.00000000e+00,-1.20220892e-01,7.22653139e-03,48
1.025000,2.32989982e-01,-1.20220773e-01,-1.20220773e-01,0.00000000e+00,-1.20220773e-01,7.22651696e-03,48
1.029167,2.32489064e-01,-1.20220721e-01,-1.20220721e-01,0.00000000e+00,-1.20220721e-01,7.22651090e-03,48
1.033333,2.31988147e-01,-1.20220676e-01,-1.20220676e-01,0.00000000e+00,-1.20220676e-01,7.22650532e-03,48
1.037500,2.31487229e-01,-1.20220654e-01,-1.20220654e-01,0.00000000e+00,-1.20220654e-01,7.22650299e-03,48
1.041667,2.30986312e-01,-1.20220631e-01,-1.20220631e-01,0.00000000e+00,-1.20220631e-01,7.22650019e-03,48
1.045833,2.30485395e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.050000,2.29984477e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.054167,2.29483560e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.058333,2.28982642e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.062500,2.28481725e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.066667,2.27980807e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.070833,2.27479890e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.075000,2.26978973e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.079167,2.26478055e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.083333,2.25977138e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.087500,2.25476220e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.091667,2.24975303e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.095833,2.24474385e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.100000,2.23973468e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.104167,2.23472551e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.108333,2.22971633e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.112500,2.22470716e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.116667,2.21969798e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.120833,2.21468881e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.125000,2.20967963e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.129167,2.20467046e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.133333,2.19966128e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.137500,2.19465211e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.141667,2.18964294e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.145833,2.18463376e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.150000,2.17962459e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.154167,2.17461541e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.158333,2.16960624e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.162500,2.16459706e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.166667,2.15958789e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.170833,2.15457872e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.175000,2.14956954e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.179167,2.14456037e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.183333,2.13955119e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.187500,2.13454202e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.191667,2.12953284e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.195833,2.12452367e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.200000,2.11951450e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.204167,2.11450532e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.208333,2.10949615e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.212500,2.10448697e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.216667,2.09947780e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.220833,2.09446862e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.225000,2.08945945e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.229167,2.08445027e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.233333,2.07944110e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.237500,2.07443193e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.241667,2.06942275e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.245833,2.06441358e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.250000,2.05940440e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.254167,2.05439523e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.258333,2.04938605e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.262500,2.04437688e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.266667,2.03936771e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.270833,2.03435853e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.275000,2.02934936e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.279167,2.02434018e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.283333,2.01933101e-01,-1.20220587e-01,-1.20220587e-01,0.00000000e+00,-1.20220587e-01,7.22649461e-03,48
1.287500,2.01432183e-01,-1.20220609e-01,-1.20220609e-01,0.00000000e+00,-1.20220609e-01,7.22649740e-03,48
1.291667,2.00931266e-01,-1.20220594e-01,-1.20220594e-01,0.00000000e+00,-1.20220594e-01,7.22649554e-03,48
1.295833,2.00430349e-01,-1.20220616e-01,-1.20220616e-01,0.00000000e+00,-1.20220616e-01,7.22649833e-03,48
1.300000,1.99929431e-01,-1.20220602e-01,-1.20220602e-01,0.00000000e+00,-1.20220602e-01,7.22649647e-03,48
1.304167,1.99378416e-01,-1.32242665e-01,-1.32242665e-01,0.00000000e+00,-1.32242665e-01,8.74406099e-03,48
1.308333,1.98789328e-01,-1.41379416e-01,-1.41379416e-01,0.00000000e+00,-1.41379416e-01,9.99407005e-03,48
1.312500,1.98171318e-01,-1.48323357e-01,-1.48323357e-01,0.00000000e+00,-1.48323357e-01,1.09999087e-02,48
1.316667,1.97531313e-01,-1.53600752e-01,-1.53600752e-01,0.00000000e+00,-1.53600752e-01,1.17965955e-02,48
1.320833,1.96874604e-01,-1.57611579e-01,-1.57611579e-01,0.00000000e+00,-1.57611579e-01,1.24207046e-02,48
1.325000,1.96205184e-01,-1.60659820e-01,-1.60659820e-01,0.00000000e+00,-1.60659820e-01,1.29057886e-02,48
1.329167,1.95526108e-01,-1.62976459e-01,-1.62976459e-01,0.00000000e+00,-1.62976459e-01,1.32806627e-02,48
1.333333,1.94839701e-01,-1.64737105e-01,-1.64737105e-01,0.00000000e+00,-1.64737105e-01,1.35691566e-02,48
1.337500,1.94147721e-01,-1.66075230e-01,-1.66075230e-01,0.00000000e+00,-1.66075230e-01,1.37904910e-02,48
1.341667,1.93451509e-01,-1.67092174e-01,-1.67092174e-01,0.00000000e+00,-1.67092174e-01,1.39598977e-02,48
1.345833,1.92752078e-01,-1.67865053e-01,-1.67865053e-01,0.00000000e+00,-1.67865053e-01,1.40893376e-02,48
1.350000,1.92050189e-01,-1.68452457e-01,-1.68452457e-01,0.00000000e+00,-1.68452457e-01,1.41881155e-02,48
1.354167,1.91346437e-01,-1.68898895e-01,-1.68898895e-01,0.00000000e+00,-1.68898895e-01,1.42634185e-02,48
1.358333,1.90641284e-01,-1.69238165e-01,-1.69238165e-01,0.00000000e+00,-1.69238165e-01,1.43207787e-02,48
1.362500,1.89935043e-01,-1.69496000e-01,-1.69496000e-01,0.00000000e+00,-1.69496000e-01,1.43644465e-02,48
1.366667,1.89227998e-01,-1.69691965e-01,-1.69691965e-01,0.00000000e+00,-1.69691965e-01,1.43976817e-02,48
1.370833,1.88520327e-01,-1.69840887e-01,-1.69840887e-01,0.00000000e+00,-1.69840887e-01,1.44229634e-02,48
1.375000,1.87812179e-01,-1.69954076e-01,-1.69954076e-01,0.00000000e+00,-1.69954076e-01,1.44421943e-02,48
1.379167,1.87103674e-01,-1.70040101e-01,-1.70040101e-01,0.00000000e+00,-1.70040101e-01,1.44568179e-02,48
1.383333,1.86394900e-01,-1.70105472e-01,-1.70105472e-01,0.00000000e+00,-1.70105472e-01,1.44679360e-02,48
1.387500,1.85685918e-01,-1.70155182e-01,-1.70155182e-01,0.00000000e+00,-1.70155182e-01,1.44763933e-02,48
1.391667,1.84976786e-01,-1.70192927e-01,-1.70192927e-01,0.00000000e+00,-1.70192927e-01,1.44828167e-02,48
1.395833,1.84267536e-01,-1.70221642e-01,-1.70221642e-01,0.00000000e+00,-1.70221642e-01,1.44877033e-02,48
1.400000,1.83558181e-01,-1.70243457e-01,-1.70243457e-01,0.00000000e+00,-1.70243457e-01,1.44914174e-02,48
1.404167,1.82848766e-01,-1.70260012e-01,-1.70260012e-01,0.00000000e+00,-1.70260012e-01,1.44942356e-02,48
1.408333,1.82139292e-01,-1.70272604e-01,-1.70272604e-01,0.00000000e+00,-1.70272604e-01,1.44963795e-02,48
1.412500,1.81429788e-01,-1.70282200e-01,-1.70282200e-01,0.00000000e+00,-1.70282200e-01,1.44980140e-02,48
1.416667,1.80720255e-01,-1.70289472e-01,-1.70289472e-01,0.00000000e+00,-1.70289472e-01,1.44992517e-02,48
1.420833,1.80010691e-01,-1.70295000e-01,-1.70295000e-01,0.00000000e+00,-1.70295000e-01,1.45001933e-02,48
1.425000,1.79301113e-01,-1.70299202e-01,-1.70299202e-01,0.00000000e+00,-1.70299202e-01,1.45009095e-02,48
1.429167,1.78591520e-01,-1.70302391e-01,-1.70302391e-01,0.00000000e+00,-1.70302391e-01,1.45014524e-02,48
1.433333,1.77881911e-01,-1.70304820e-01,-1.70304820e-01,0.00000000e+00,-1.70304820e-01,1.45018660e-02,48
1.437500,1.77172303e-01,-1.70306668e-01,-1.70306668e-01,0.00000000e+00,-1.70306668e-01,1.45021807e-02,48
1.441667,1.76462680e-01,-1.70308083e-01,-1.70308083e-01,0.00000000e+00,-1.70308083e-01,1.45024220e-02,48
1.445833,1.75753057e-01,-1.70309156e-01,-1.70309156e-01,0.00000000e+00,-1.70309156e-01,1.45026045e-02,48
1.450000,1.75043434e-01,-1.70309976e-01,-1.70309976e-01,0.00000000e+00,-1.70309976e-01,1.45027442e-02,48
1.454167,1.74333811e-01,-1.70310572e-01,-1.70310572e-01,0.00000000e+00,-1.70310572e-01,1.45028457e-02,48
1.458333,1.73624188e-01,-1.70311034e-01,-1.70311034e-01,0.00000000e+00,-1.70311034e-01,1.45029239e-02,48
1.462500,1.72914550e-01,-1.70311376e-01,-1.70311376e-01,0.00000000e+00,-1.70311376e-01,1.45029826e-02,48
1.466667,1.72204912e-01,-1.70311645e-01,-1.70311645e-01,0.00000000e+00,-1.70311645e-01,1.45030282e-02,48
1.470833,1.71495274e-01,-1.70311838e-01,-1.70311838e-01,0.00000000e+00,-1.70311838e-01,1.45030608e-02,48
1.475000,1.70785636e-01,-1.70311987e-01,-1.70311987e-01,0.00000000e+00,-1.70311987e-01,1.45030869e-02,48
1.479167,1.70075998e-01,-1.70312122e-01,-1.70312122e-01,0.00000000e+00,-1.70312122e-01,1.45031093e-02,48
1.483333,1.69366360e-01,-1.70312241e-01,-1.70312241e-01,0.00000000e+00,-1.70312241e-01,1.45031298e-02,48
1.487500,1.68656722e-01,-1.70312315e-01,-1.70312315e-01,0.00000000e+00,-1.70312315e-01,1.45031428e-02,48
1.491667,1.67947084e-01,-1.70312375e-01,-1.70312375e-01,0.00000000e+00,-1.70312375e-01,1.45031521e-02,48
1.495833,1.67237446e-01,-1.70312405e-01,-1.70312405e-01,0.00000000e+00,-1.70312405e-01,1.45031577e-02,48
1.500000,1.66527808e-01,-1.70312434e-01,-1.70312434e-01,0.00000000e+00,-1.70312434e-01,1.45031624e-02,48
1.504167,1.65818170e-01,-1.70312464e-01,-1.70312464e-01,0.00000000e+00,-1.70312464e-01,1.45031679e-02,48
1.508333,1.65108532e-01,-1.70312479e-01,-1.70312479e-01,0.00000000e+00,-1.70312479e-01,1.45031707e-02,48
1.512500,1.64398894e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.516667,1.63689256e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.520833,1.62979618e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.525000,1.62269980e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.529167,1.61560342e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.533333,1.60850704e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.537500,1.60141066e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.541667,1.59431428e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.545833,1.58721790e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.550000,1.58012152e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.554167,1.57302514e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.558333,1.56592876e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.562500,1.55883238e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.566667,1.55173600e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.570833,1.54463962e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.575000,1.53754324e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.579167,1.53044686e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.583333,1.52335048e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.587500,1.51625410e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.591667,1.50915772e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.595833,1.50206134e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.600000,1.49496496e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.604167,1.48786858e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.608333,1.48077220e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.612500,1.47367582e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.616667,1.46657944e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.620833,1.45948306e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.625000,1.45238668e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.629167,1.44529030e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.633333,1.43819392e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.637500,1.43109754e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.641667,1.42400116e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.645833,1.41690478e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.650000,1.40980840e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.654167,1.40271202e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.658333,1.39561564e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.662500,1.38851926e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.666667,1.38142288e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.670833,1.37432650e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.675000,1.36723012e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.679167,1.36013374e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.683333,1.35303736e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.687500,1.34594098e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.691667,1.33884460e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.695833,1.33174822e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.700000,1.32465184e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.704167,1.31755546e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.708333,1.31045908e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.712500,1.30336270e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.716667,1.29626632e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.720833,1.28916994e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.725000,1.28207356e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.729167,1.27497718e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.733333,1.26788080e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.737500,1.26078442e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.741667,1.25368804e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.745833,1.24659166e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.750000,1.23949528e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.754167,1.23239890e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.758333,1.22530252e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.762500,1.21820614e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.766667,1.21110976e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.770833,1.20401338e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.775000,1.19691700e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.779167,1.18982062e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.783333,1.18272424e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.787500,1.17562786e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.791667,1.16853148e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.795833,1.16143510e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.800000,1.15433872e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
1.804167,1.14724234e-01,-1.70312494e-01,-1.70312494e-01,0.00000000e+00,-1.70312494e-01,1.45031726e-02,48
