t,px,py,pz,Lx,Ly,Lz,KE_sys
0.854167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
0.858333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
0.862500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
0.866667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
0.870833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
0.875000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
0.879167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.883333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.887500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.891667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.895833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.900000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.904167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.908333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.912500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.916667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
0.920833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
0.925000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
0.929167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
0.933333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000658e+00,0.00000000e+00,1.21450005e+01
0.937500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000658e+00,0.00000000e+00,1.21450005e+01
0.941667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000658e+00,0.00000000e+00,1.21450005e+01
0.945833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.950000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.954167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.958333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.962500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.966667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.970833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.975000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.979167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
0.983333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
0.987500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
0.991667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
0.995833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
1.000000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000515e+00,0.00000000e+00,1.21450005e+01
1.004167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000515e+00,0.00000000e+00,1.21450005e+01
1.008333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000515e+00,0.00000000e+00,1.21450005e+01
1.012500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
1.016667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
1.020833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
1.025000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
1.029167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000515e+00,0.00000000e+00,1.21450005e+01
1.033333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
1.037500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
1.041667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000563e+00,0.00000000e+00,1.21450005e+01
1.045833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
1.050000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
1.054167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
1.058333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
1.062500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000610e+00,0.00000000e+00,1.21450005e+01
1.066667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000658e+00,0.00000000e+00,1.21450005e+01
1.070833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000658e+00,0.00000000e+00,1.21450005e+01
1.075000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000658e+00,0.00000000e+00,1.21450005e+01
1.079167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
1.083333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
1.087500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
1.091667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000658e+00,0.00000000e+00,1.21450005e+01
1.095833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000658e+00,0.00000000e+00,1.21450005e+01
1.100000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
1.104167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
1.108333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000706e+00,0.00000000e+00,1.21450005e+01
1.112500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
1.116667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
1.120833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
1.125000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
1.129167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000753e+00,0.00000000e+00,1.21450005e+01
1.133333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
1.137500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
1.141667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
1.145833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
1.150000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
1.154167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
1.158333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
1.162500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000801e+00,0.00000000e+00,1.21450005e+01
1.166667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000849e+00,0.00000000e+00,1.21450005e+01
1.170833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000849e+00,0.00000000e+00,1.21450005e+01
1.175000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000849e+00,0.00000000e+00,1.21450005e+01
1.179167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
1.183333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
1.187500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
1.191667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
1.195833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
1.200000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
1.204167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
1.208333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000896e+00,0.00000000e+00,1.21450005e+01
1.212500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000944e+00,0.00000000e+00,1.21450005e+01
1.216667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000944e+00,0.00000000e+00,1.21450005e+01
1.220833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000944e+00,0.00000000e+00,1.21450005e+01
1.225000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000944e+00,0.00000000e+00,1.21450005e+01
1.229167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000944e+00,0.00000000e+00,1.21450005e+01
1.233333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000992e+00,0.00000000e+00,1.21450005e+01
1.237500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000992e+00,0.00000000e+00,1.21450005e+01
1.241667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000992e+00,0.00000000e+00,1.21450005e+01
1.245833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001040e+00,0.00000000e+00,1.21450005e+01
1.250000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000992e+00,0.00000000e+00,1.21450005e+01
1.254167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000992e+00,0.00000000e+00,1.21450005e+01
1.258333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000992e+00,0.00000000e+00,1.21450005e+01
1.262500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10000992e+00,0.00000000e+00,1.21450005e+01
1.266667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001040e+00,0.00000000e+00,1.21450005e+01
1.270833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001040e+00,0.00000000e+00,1.21450005e+01
1.275000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001040e+00,0.00000000e+00,1.21450005e+01
1.279167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001087e+00,0.00000000e+00,1.21450005e+01
1.283333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001087e+00,0.00000000e+00,1.21450005e+01
1.287500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001087e+00,0.00000000e+00,1.21450005e+01
1.291667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001087e+00,0.00000000e+00,1.21450005e+01
1.295833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001087e+00,0.00000000e+00,1.21450005e+01
1.300000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001135e+00,0.00000000e+00,1.21450005e+01
1.304167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001135e+00,0.00000000e+00,1.21450005e+01
1.308333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001087e+00,0.00000000e+00,1.21450005e+01
1.312500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001135e+00,0.00000000e+00,1.21450005e+01
1.316667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001135e+00,0.00000000e+00,1.21450005e+01
1.320833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001135e+00,0.00000000e+00,1.21450005e+01
1.325000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001135e+00,0.00000000e+00,1.21450005e+01
1.329167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001135e+00,0.00000000e+00,1.21450005e+01
1.333333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001183e+00,0.00000000e+00,1.21450005e+01
1.337500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001230e+00,0.00000000e+00,1.21450005e+01
1.341667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001183e+00,0.00000000e+00,1.21450005e+01
1.345833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001230e+00,0.00000000e+00,1.21450005e+01
1.350000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001230e+00,0.00000000e+00,1.21450005e+01
1.354167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001230e+00,0.00000000e+00,1.21450005e+01
1.358333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001278e+00,0.00000000e+00,1.21450005e+01
1.362500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001278e+00,0.00000000e+00,1.21450005e+01
1.366667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001278e+00,0.00000000e+00,1.21450005e+01
1.370833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001326e+00,0.00000000e+00,1.21450005e+01
1.375000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001278e+00,0.00000000e+00,1.21450005e+01
1.379167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001326e+00,0.00000000e+00,1.21450005e+01
1.383333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001373e+00,0.00000000e+00,1.21450005e+01
1.387500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001326e+00,0.00000000e+00,1.21450005e+01
1.391667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001373e+00,0.00000000e+00,1.21450005e+01
1.395833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001373e+00,0.00000000e+00,1.21450005e+01
1.400000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001421e+00,0.00000000e+00,1.21450005e+01
1.404167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001469e+00,0.00000000e+00,1.21450005e+01
1.408333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001421e+00,0.00000000e+00,1.21450005e+01
1.412500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001469e+00,0.00000000e+00,1.21450005e+01
1.416667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001469e+00,0.00000000e+00,1.21450005e+01
1.420833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001469e+00,0.00000000e+00,1.21450005e+01
1.425000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001469e+00,0.00000000e+00,1.21450005e+01
1.429167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001469e+00,0.00000000e+00,1.21450005e+01
1.433333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001516e+00,0.00000000e+00,1.21450005e+01
1.437500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001564e+00,0.00000000e+00,1.21450005e+01
1.441667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001516e+00,0.00000000e+00,1.21450005e+01
1.445833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001564e+00,0.00000000e+00,1.21450005e+01
1.450000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001612e+00,0.00000000e+00,1.21450005e+01
1.454167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001564e+00,0.00000000e+00,1.21450005e+01
1.458333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001612e+00,0.00000000e+00,1.21450005e+01
1.462500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001612e+00,0.00000000e+00,1.21450005e+01
1.466667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001659e+00,0.00000000e+00,1.21450005e+01
1.470833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001707e+00,0.00000000e+00,1.21450005e+01
1.475000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001659e+00,0.00000000e+00,1.21450005e+01
1.479167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001659e+00,0.00000000e+00,1.21450005e+01
1.483333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001659e+00,0.00000000e+00,1.21450005e+01
1.487500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001659e+00,0.00000000e+00,1.21450005e+01
1.491667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001707e+00,0.00000000e+00,1.21450005e+01
1.495833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001707e+00,0.00000000e+00,1.21450005e+01
1.500000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001755e+00,0.00000000e+00,1.21450005e+01
1.504167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001802e+00,0.00000000e+00,1.21450005e+01
1.508333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001755e+00,0.00000000e+00,1.21450005e+01
1.512500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001802e+00,0.00000000e+00,1.21450005e+01
1.516667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001850e+00,0.00000000e+00,1.21450005e+01
1.520833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001802e+00,0.00000000e+00,1.21450005e+01
1.525000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001850e+00,0.00000000e+00,1.21450005e+01
1.529167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001850e+00,0.00000000e+00,1.21450005e+01
1.533333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001898e+00,0.00000000e+00,1.21450005e+01
1.537500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001945e+00,0.00000000e+00,1.21450005e+01
1.541667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001898e+00,0.00000000e+00,1.21450005e+01
1.545833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001945e+00,0.00000000e+00,1.21450005e+01
1.550000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001945e+00,0.00000000e+00,1.21450005e+01
1.554167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001945e+00,0.00000000e+00,1.21450005e+01
1.558333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001993e+00,0.00000000e+00,1.21450005e+01
1.562500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10001993e+00,0.00000000e+00,1.21450005e+01
1.566667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002041e+00,0.00000000e+00,1.21450005e+01
1.570833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002089e+00,0.00000000e+00,1.21450005e+01
1.575000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002041e+00,0.00000000e+00,1.21450005e+01
1.579167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002089e+00,0.00000000e+00,1.21450005e+01
1.583333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002136e+00,0.00000000e+00,1.21450005e+01
1.587500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002089e+00,0.00000000e+00,1.21450005e+01
1.591667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002136e+00,0.00000000e+00,1.21450005e+01
1.595833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002136e+00,0.00000000e+00,1.21450005e+01
1.600000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002184e+00,0.00000000e+00,1.21450005e+01
1.604167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002184e+00,0.00000000e+00,1.21450005e+01
1.608333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002184e+00,0.00000000e+00,1.21450005e+01
1.612500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002232e+00,0.00000000e+00,1.21450005e+01
1.616667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002232e+00,0.00000000e+00,1.21450005e+01
1.620833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002232e+00,0.00000000e+00,1.21450005e+01
1.625000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002232e+00,0.00000000e+00,1.21450005e+01
1.629167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002279e+00,0.00000000e+00,1.21450005e+01
1.633333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002327e+00,0.00000000e+00,1.21450005e+01
1.637500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002327e+00,0.00000000e+00,1.21450005e+01
1.641667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002327e+00,0.00000000e+00,1.21450005e+01
1.645833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002327e+00,0.00000000e+00,1.21450005e+01
1.650000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002375e+00,0.00000000e+00,1.21450005e+01
1.654167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002375e+00,0.00000000e+00,1.21450005e+01
1.658333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002375e+00,0.00000000e+00,1.21450005e+01
1.662500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002422e+00,0.00000000e+00,1.21450005e+01
1.666667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002422e+00,0.00000000e+00,1.21450005e+01
1.670833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002470e+00,0.00000000e+00,1.21450005e+01
1.675000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002470e+00,0.00000000e+00,1.21450005e+01
1.679167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002518e+00,0.00000000e+00,1.21450005e+01
1.683333,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002565e+00,0.00000000e+00,1.21450005e+01
1.687500,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002518e+00,0.00000000e+00,1.21450005e+01
1.691667,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002565e+00,0.00000000e+00,1.21450005e+01
1.695833,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002613e+00,0.00000000e+00,1.21450005e+01
1.700000,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002613e+00,0.00000000e+00,1.21450005e+01
1.704167,4.00000000e+00,0.00000000e+00,6.99999988e-01,0.00000000e+00,6.10002661e+00,0.00000000e+00,1.21450005e+01
