t,y1,y2,y3,y1_drift,y2_drift,y3_drift
0.920833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.925000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.929167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.933333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.937500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.941667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.945833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.950000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.954167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.958333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.962500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.966667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.970833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.975000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.979167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.983333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.987500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.991667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
0.995833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.000000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.004167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.008333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.012500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.016667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.020833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.025000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.029167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.033333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.037500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.041667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.045833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.050000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.054167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.058333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.062500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.066667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.070833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.075000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.079167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.083333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.087500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.091667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.095833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.100000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.104167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.108333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.112500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.116667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.120833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.125000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.129167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.133333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.137500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.141667,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.145833,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.150000,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.154167,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.158333,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.162500,4.94148374e-01,1.49414742e+00,2.49398088e+00,-5.85162640e-03,-5.85258007e-03,-6.01911545e-03
1.166667,4.94148374e-01,1.49397707e+00,2.49381065e+00,-5.85162640e-03,-6.02293015e-03,-6.18934631e-03
1.170833,4.94147897e-01,1.49397635e+00,2.49380994e+00,-5.85210323e-03,-6.02364540e-03,-6.19006157e-03
1.175000,4.94148374e-01,1.49397695e+00,2.49381065e+00,-5.85162640e-03,-6.02304935e-03,-6.18934631e-03
1.179167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.183333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.187500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.191667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.195833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.200000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.204167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.208333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.212500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.216667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.220833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.225000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.229167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.233333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.237500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.241667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.245833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.250000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.254167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.258333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.262500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.266667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.270833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.275000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.279167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.283333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.287500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.291667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.295833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.300000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.304167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.308333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.312500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.316667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.320833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.325000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.329167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.333333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.337500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.341667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.345833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.350000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.354167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.358333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.362500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.366667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.370833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.375000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.379167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.383333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.387500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.391667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.395833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.400000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.404167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.408333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.412500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.416667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.420833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.425000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.429167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.433333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.437500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.441667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.445833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.450000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.454167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.458333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.462500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.466667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.470833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.475000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.479167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.483333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.487500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.491667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.495833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.500000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.504167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.508333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.512500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.516667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.520833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.525000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.529167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.533333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.537500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.541667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.545833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.550000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.554167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.558333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.562500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.566667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.570833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.575000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.579167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.583333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.587500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.591667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.595833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.600000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.604167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.608333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.612500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.616667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.620833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.625000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.629167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.633333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.637500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.641667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.645833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.650000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.654167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.658333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.662500,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.666667,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.670833,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.675000,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.679167,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.683333,4.94148403e-01,1.49397695e+00,2.49381065e+00,-5.85159659e-03,-6.02304935e-03,-6.18934631e-03
1.687500,4.94148523e-01,1.49397719e+00,2.49381089e+00,-5.85147738e-03,-6.02281094e-03,-6.18910789e-03
1.691667,4.94148254e-01,1.49397683e+00,2.49381042e+00,-5.85174561e-03,-6.02316856e-03,-6.18958473e-03
1.695833,4.94148284e-01,1.49397683e+00,2.49381042e+00,-5.85171580e-03,-6.02316856e-03,-6.18958473e-03
1.700000,4.94148314e-01,1.49397683e+00,2.49381042e+00,-5.85168600e-03,-6.02316856e-03,-6.18958473e-03
1.704167,4.94148344e-01,1.49397683e+00,2.49381042e+00,-5.85165620e-03,-6.02316856e-03,-6.18958473e-03
1.708333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.712500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.716667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.720833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.725000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.729167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.733333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.737500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.741667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.745833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.750000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.754167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.758333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.762500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.766667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.770833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.775000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.779167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.783333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.787500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.791667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.795833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.800000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.804167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.808333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.812500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.816667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.820833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.825000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.829167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.833333,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.837500,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.841667,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.845833,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.850000,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
1.854167,4.94148374e-01,1.49397683e+00,2.49381042e+00,-5.85162640e-03,-6.02316856e-03,-6.18958473e-03
