method,avg_slip,avg_drawbar_N,avg_sinkage_m,bekker_sinkage_m,sinkage_ratio_meas_over_bekker
M4.5a,1.172376,-3.272394e-01,0.000000e+00,4.586406e-04,0.000000e+00
