method,max_abs_total_p_y,avg_abs_total_p_y,max_abs_energy_drift,step_time_avg_us,max_penetration_m,avg_penetration_m,dwell_fraction,ratio_p_y_vs_M0
M4.5a,7.357501e-01,3.723599e-01,2.253976e-01,85.236,1.241203e-01,6.267391e-02,0.5222,1.000000
