method,avg_slip,avg_drawbar_N,avg_sinkage_m,bekker_sinkage_m,sinkage_ratio_meas_over_bekker
M4.5b,1.403823,1.542716e-01,1.723471e-01,4.586406e-04,3.757780e+02
