method,max_abs_total_p_y,avg_abs_total_p_y,max_abs_energy_drift,step_time_avg_us,max_penetration_m,avg_penetration_m,dwell_fraction,ratio_p_y_vs_M0
M1,1.610890e+00,7.980299e-01,4.832985e-01,85.241,1.500000e-01,1.251391e-01,0.8792,1.000000
