t,box_x,box_y,box_z,box_vy,p_body_y,p_grid_y,p_sum_y,KE,nodes_inside
0.004167,0.000000e+00,5.498297e-01,0.000000e+00,-4.087500e-02,-4.08750027e-02,0.00000000e+00,-4.08750027e-02,8.353829e-04,0
0.008333,0.000000e+00,5.494891e-01,0.000000e+00,-8.175001e-02,-8.17500055e-02,0.00000000e+00,-8.17500055e-02,3.341532e-03,16
0.012500,0.000000e+00,5.490207e-01,0.000000e+00,-1.124063e-01,-1.12406261e-01,0.00000000e+00,-1.12406261e-01,6.317584e-03,16
0.016667,-2.145283e-15,5.484601e-01,0.000000e+00,-1.345469e-01,-1.34546891e-01,0.00000000e+00,-1.34546891e-01,9.051433e-03,16
0.020833,-5.490490e-15,5.478343e-01,0.000000e+00,-1.501943e-01,-1.50194347e-01,0.00000000e+00,-1.50194347e-01,1.127917e-02,16
0.025000,-1.466554e-14,5.471633e-01,0.000000e+00,-1.610305e-01,-1.61030486e-01,0.00000000e+00,-1.61030486e-01,1.296541e-02,16
0.029167,-3.808343e-14,5.464618e-01,-5.313156e-15,-1.683575e-01,-1.68357477e-01,0.00000000e+00,-1.68357477e-01,1.417212e-02,16
0.033333,-8.148042e-14,5.457404e-01,-1.402247e-14,-1.731559e-01,-1.73155874e-01,0.00000000e+00,-1.73155874e-01,1.499148e-02,16
0.037500,-1.378764e-13,5.450064e-01,-3.047864e-14,-1.761530e-01,-1.76153034e-01,0.00000000e+00,-1.76153034e-01,1.551495e-02,16
0.041667,-2.140331e-13,5.442652e-01,-4.645184e-14,-1.778829e-01,-1.77882925e-01,0.00000000e+00,-1.77882925e-01,1.582117e-02,16
0.045833,-3.146742e-13,5.435205e-01,-6.207745e-14,-1.787343e-01,-1.78734273e-01,0.00000000e+00,-1.78734273e-01,1.597297e-02,16
0.050000,-4.318012e-13,5.427747e-01,-8.313325e-14,-1.789878e-01,-1.78987846e-01,0.00000000e+00,-1.78987846e-01,1.601832e-02,16
0.054167,-5.600523e-13,5.420296e-01,-1.078781e-13,-1.788448e-01,-1.78844810e-01,0.00000000e+00,-1.78844810e-01,1.599273e-02,16
0.058333,-7.072576e-13,5.412861e-01,-1.351324e-13,-1.784479e-01,-1.78447947e-01,0.00000000e+00,-1.78447947e-01,1.592183e-02,16
0.062500,-8.559185e-13,5.405448e-01,-1.583458e-13,-1.778975e-01,-1.77897543e-01,0.00000000e+00,-1.77897543e-01,1.582377e-02,16
0.066667,-1.005386e-12,5.398062e-01,-1.787083e-13,-1.772631e-01,-1.77263111e-01,0.00000000e+00,-1.77263111e-01,1.571110e-02,16
0.070833,-1.166716e-12,5.390704e-01,-1.970437e-13,-1.765921e-01,-1.76592067e-01,0.00000000e+00,-1.76592067e-01,1.559238e-02,16
0.075000,-1.336162e-12,5.383374e-01,-2.196804e-13,-1.759160e-01,-1.75915986e-01,0.00000000e+00,-1.75915986e-01,1.547322e-02,16
0.079167,-1.511100e-12,5.376072e-01,-2.453190e-13,-1.752553e-01,-1.75255269e-01,0.00000000e+00,-1.75255269e-01,1.535720e-02,16
0.083333,-1.689683e-12,5.368796e-01,-2.730458e-13,-1.746224e-01,-1.74622446e-01,0.00000000e+00,-1.74622446e-01,1.524650e-02,16
0.087500,-1.870605e-12,5.361545e-01,-3.022157e-13,-1.740246e-01,-1.74024627e-01,0.00000000e+00,-1.74024627e-01,1.514229e-02,16
0.091667,-2.064409e-12,5.354317e-01,-3.323718e-13,-1.734652e-01,-1.73465207e-01,0.00000000e+00,-1.73465207e-01,1.504509e-02,16
0.095833,-2.267132e-12,5.347111e-01,-3.631893e-13,-1.729451e-01,-1.72945112e-01,0.00000000e+00,-1.72945112e-01,1.495501e-02,16
0.100000,-2.487380e-12,5.339925e-01,-3.944367e-13,-1.724637e-01,-1.72463685e-01,0.00000000e+00,-1.72463685e-01,1.487186e-02,16
0.104167,-2.708476e-12,5.332758e-01,-4.202465e-13,-1.720193e-01,-1.72019258e-01,0.00000000e+00,-1.72019258e-01,1.479531e-02,16
0.108333,-2.929881e-12,5.325608e-01,-4.478087e-13,-1.716096e-01,-1.71609640e-01,0.00000000e+00,-1.71609640e-01,1.472493e-02,16
0.112500,-3.139856e-12,5.318473e-01,-4.765901e-13,-1.712323e-01,-1.71232328e-01,0.00000000e+00,-1.71232328e-01,1.466026e-02,16
0.116667,-3.329996e-12,5.311353e-01,-5.062077e-13,-1.708847e-01,-1.70884728e-01,0.00000000e+00,-1.70884728e-01,1.460079e-02,16
0.120833,-3.505579e-12,5.304246e-01,-5.363856e-13,-1.705643e-01,-1.70564309e-01,0.00000000e+00,-1.70564309e-01,1.454609e-02,16
0.125000,-3.659143e-12,5.297151e-01,-5.612916e-13,-1.702686e-01,-1.70268625e-01,0.00000000e+00,-1.70268625e-01,1.449570e-02,16
0.129167,-3.785343e-12,5.290068e-01,-5.823532e-13,-1.699954e-01,-1.69995382e-01,0.00000000e+00,-1.69995382e-01,1.444921e-02,16
0.133333,-3.891558e-12,5.282995e-01,-6.006024e-13,-1.697425e-01,-1.69742480e-01,0.00000000e+00,-1.69742480e-01,1.440625e-02,16
0.137500,-3.994303e-12,5.275933e-01,-6.112004e-13,-1.695080e-01,-1.69507980e-01,0.00000000e+00,-1.69507980e-01,1.436648e-02,16
0.141667,-4.083221e-12,5.268879e-01,-6.162340e-13,-1.692902e-01,-1.69290155e-01,0.00000000e+00,-1.69290155e-01,1.432958e-02,16
0.145833,-4.173055e-12,5.261834e-01,-6.116650e-13,-1.690874e-01,-1.69087410e-01,0.00000000e+00,-1.69087410e-01,1.429528e-02,16
0.150000,-4.263390e-12,5.254796e-01,-6.001221e-13,-1.688983e-01,-1.68898329e-01,0.00000000e+00,-1.68898329e-01,1.426332e-02,16
0.154167,-4.342891e-12,5.247766e-01,-5.835161e-13,-1.687217e-01,-1.68721661e-01,0.00000000e+00,-1.68721661e-01,1.423350e-02,16
0.158333,-4.425363e-12,5.240743e-01,-5.577385e-13,-1.685562e-01,-1.68556243e-01,0.00000000e+00,-1.68556243e-01,1.420560e-02,16
0.162500,-4.509839e-12,5.233726e-01,-5.253074e-13,-1.684011e-01,-1.68401122e-01,0.00000000e+00,-1.68401122e-01,1.417947e-02,16
0.166667,-4.606538e-12,5.226715e-01,-4.825957e-13,-1.682553e-01,-1.68255344e-01,0.00000000e+00,-1.68255344e-01,1.415493e-02,16
0.170833,-4.722854e-12,5.219710e-01,-4.269883e-13,-1.681181e-01,-1.68118104e-01,0.00000000e+00,-1.68118104e-01,1.413185e-02,16
0.175000,-4.842418e-12,5.212711e-01,-3.674591e-13,-1.679887e-01,-1.67988688e-01,0.00000000e+00,-1.67988688e-01,1.411010e-02,16
0.179167,-4.974964e-12,5.205716e-01,-2.997181e-13,-1.678665e-01,-1.67866454e-01,0.00000000e+00,-1.67866454e-01,1.408957e-02,16
0.183333,-5.116767e-12,5.198727e-01,-2.314375e-13,-1.677508e-01,-1.67750806e-01,0.00000000e+00,-1.67750806e-01,1.407017e-02,16
0.187500,-5.265099e-12,5.191742e-01,-1.681960e-13,-1.676412e-01,-1.67641237e-01,0.00000000e+00,-1.67641237e-01,1.405179e-02,16
0.191667,-5.407268e-12,5.184761e-01,-1.086942e-13,-1.675373e-01,-1.67537272e-01,0.00000000e+00,-1.67537272e-01,1.403437e-02,16
0.195833,-5.534046e-12,5.177784e-01,-5.198020e-14,-1.674385e-01,-1.67438492e-01,0.00000000e+00,-1.67438492e-01,1.401782e-02,16
