method,max_abs_total_p_y,avg_abs_total_p_y,max_abs_energy_drift,step_time_avg_us,max_penetration_m,avg_penetration_m,dwell_fraction,ratio_p_y_vs_M0
M4.5a,4.603912e+00,3.041164e-01,7.523078e+01,173.708,2.938443e-02,9.744909e-03,0.2750,1.000000
