method,max_abs_total_p_y,avg_abs_total_p_y,max_abs_energy_drift,step_time_avg_us,max_penetration_m,avg_penetration_m,dwell_fraction,ratio_p_y_vs_M0
M0,1.901574e+01,9.311834e+00,3.518728e-01,74.241,1.970314e-02,2.493344e-04,0.0188,1.000000
