method,max_abs_total_p_y,avg_abs_total_p_y,max_abs_energy_drift,step_time_avg_us,max_penetration_m,avg_penetration_m,dwell_fraction,ratio_p_y_vs_M0
M4.5,2.280934e+02,9.996243e+01,1.061116e+00,78.774,1.500000e-01,2.116144e-02,0.1514,1.000000
